ID;BrojKonkurisanja;BrojPregledaOglasa;PrimarnaKategorija;StandardizovanaPozicija;ImaInostranstvoGrad;Regioni;ImaInostranstvoRegion;Godina;BrojPrijavaSamoIno;DatumObjave;NacinKonkurisanja;Grad;Nadkategorija;Drzava
116877;64;2958;mašinstvo;elektroinženjer;ne;Inostranstvo;da;2015;;02.03.2015;NE;0;Tehničke nauke;0
116882;9;1448;IT;.NET Developer;da;;ne;2015;;02.03.2015;NE;0;Informacione tehnologije;0
117226;5;879;obrazovanje, briga o deci;učitelj;ne;Inostranstvo;da;2015;;10.03.2015;NE;Stabljika, njegov anus, a.;Obrazovanje, umetnost i sport;0
117264;34;1426;briga o lepoti, sport;fizioterapeut;ne;Inostranstvo;da;2015;;11.03.2015;NE;0;Zdravstvo i farmacija;0
117266;6;424;briga o lepoti, sport;kozmetičar;ne;Inostranstvo;da;2015;;11.03.2015;NE;0;Trgovina i usluge;0
117268;8;1285;briga o lepoti, sport;frizer;ne;Inostranstvo;da;2015;;11.03.2015;NE;0;Trgovina i usluge;0
117269;15;971;briga o lepoti, sport;fitnes instruktor;ne;Inostranstvo;da;2015;;11.03.2015;NE;0;Obrazovanje, umetnost i sport;0
117270;19;1092;zdravstvo;lekar/doktor;ne;Inostranstvo;da;2015;;11.03.2015;NE;0;Zdravstvo i farmacija;0
118351;297;13609;transport, magacin;vozač;ne;Srbija,Inostranstvo;da;2015;;31.03.2015;NE;0;Trgovina i usluge;0
118365;83;3106;osiguranje, lizing;Praktikant;ne;Inostranstvo;da;2015;;31.03.2015;NE;0;Ekonomija;0
118393;16;1241;IT;Software Developer / Programmer / Engineer;da;;ne;2015;;01.04.2015;NE;0;Informacione tehnologije;0
118944;30;7007;briga o lepoti, sport;fizioterapeut;ne;Inostranstvo;da;2015;;11.04.2015;NE;0;Zdravstvo i farmacija;0
118945;2;2765;briga o lepoti, sport;kozmetičar;ne;Inostranstvo;da;2015;;11.04.2015;NE;0;Trgovina i usluge;0
118946;3;1205;briga o lepoti, sport;frizer;ne;Inostranstvo;da;2015;;11.04.2015;NE;0;Trgovina i usluge;0
118947;37;1370;briga o lepoti, sport;fitnes instruktor;ne;Inostranstvo;da;2015;;11.04.2015;NE;0;Obrazovanje, umetnost i sport;0
118948;20;1794;zdravstvo;lekar/doktor;ne;Inostranstvo;da;2015;;11.04.2015;NE;0;Zdravstvo i farmacija;0
119213;13;1342;građevina, geodezija;građevinski inženjer;da;;ne;2015;;16.04.2015;NE;0;Tehničke nauke;0
119770;88;3457;trgovina, prodaja;prodavac;da;;ne;2015;;28.04.2015;NE;#N/A;Trgovina i usluge;0
119804;4;1729;IT;PHP Developer;ne;Inostranstvo;da;2015;;29.04.2015;NE;Beograd;Informacione tehnologije;0
119833;5;1690;IT;C#/C++ Developer;da;Inostranstvo;da;2015;;05.05.2015;NE;#N/A;Informacione tehnologije;0
119994;13;1478;briga o lepoti, sport;frizer;ne;Inostranstvo;da;2015;;04.05.2015;NE;0;Trgovina i usluge;0
120061;48;9175;ostalo;mehaničar;ne;Srbija,Inostranstvo;da;2015;;05.05.2015;NE;Srbije i inostranstva;Tehničke nauke;0
120134;257;12488;elektrotehnika;električar;ne;Srbija,Inostranstvo;da;2015;196.0;07.05.2015;NE;0;Tehničke nauke;0
120252;45;1150;zdravstvo;fizioterapeut;ne;Inostranstvo;da;2015;;12.05.2015;NE;0;Zdravstvo i farmacija;0
120253;5;355;briga o lepoti, sport;kozmetičar;ne;Inostranstvo;da;2015;;12.05.2015;NE;0;Trgovina i usluge;0
120254;9;408;briga o lepoti, sport;frizer;ne;Inostranstvo;da;2015;;12.05.2015;NE;0;Trgovina i usluge;0
120255;18;761;briga o lepoti, sport;fitnes instruktor;ne;Inostranstvo;da;2015;;12.05.2015;NE;0;Obrazovanje, umetnost i sport;0
120256;17;1046;zdravstvo;lekar/doktor;ne;Inostranstvo;da;2015;;12.05.2015;NE;0;Zdravstvo i farmacija;0
120334;71;2955;menadžment (srednji);Menadžer projekata;da;Inostranstvo;da;2015;;12.05.2015;NE;Srbija (daljinski poloĹľaj);Ekonomija;0
120775;219;2946;građevina, geodezija;poslovođa;da;;ne;2015;;21.05.2015;NE;0;Trgovina i usluge;0
121077;61;2719;elektrotehnika;elektroinženjer;da;Inostranstvo,Inostranstvo;da;2015;;22.05.2015;NE;Novi Sad, inostranstvo;Tehničke nauke;0
121078;65;2953;mašinstvo;mašinski inženjer;da;;ne;2015;;22.05.2015;NE;Novi Sad, inostranstvo;Tehničke nauke;0
121189;2;1483;IT;JavaScript Developer;da;Inostranstvo;da;2015;;25.05.2015;NE;Srbija (na daljinu);Informacione tehnologije;0
121761;144;3682;mašinstvo;mašinski inženjer;ne;Inostranstvo,Beograd (Ĺˇiri);da;2015;110.0;03.06.2015;NE;0;Tehničke nauke;0
121763;198;3500;rudarstvo, metalurgija;hemijski inženjer;ne;Inostranstvo,Beograd (Ĺˇiri);da;2015;126.0;03.06.2015;NE;0;Tehničke nauke;0
121765;453;5137;mašinstvo;mašinski tehničar;ne;Inostranstvo,Beograd (Ĺˇiri);da;2015;320.0;03.06.2015;NE;0;Tehničke nauke;0
122151;49;1170;briga o lepoti, sport;fizioterapeut;ne;Inostranstvo;da;2015;;12.06.2015;NE;0;Zdravstvo i farmacija;0
122152;5;319;briga o lepoti, sport;kozmetičar;ne;Inostranstvo;da;2015;;12.06.2015;NE;0;Trgovina i usluge;0
122153;4;340;briga o lepoti, sport;frizer;ne;Inostranstvo;da;2015;;12.06.2015;NE;0;Trgovina i usluge;0
122155;19;685;briga o lepoti, sport;fitnes instruktor;ne;Inostranstvo;da;2015;;12.06.2015;NE;0;Obrazovanje, umetnost i sport;0
122156;12;856;zdravstvo;lekar/doktor;ne;Inostranstvo;da;2015;;12.06.2015;NE;0;Zdravstvo i farmacija;0
122591;87;1448;ugostiteljstvo;ostale ugostiteljske pozicije;ne;Inostranstvo;da;2015;;17.06.2015;NE;0;Turizam i ugostiteljstvo;0
122633;101;7486;građevina, geodezija;građevinski inženjer;ne;Srbija,Inostranstvo;da;2015;81.0;18.06.2015;N;0;Tehničke nauke;0
122634;172;9182;građevina, geodezija;građevinski inženjer;ne;Srbija,Inostranstvo;da;2015;125.0;18.06.2015;N;0;Tehničke nauke;0
122665;15;845;mašinstvo;autolimar;ne;Inostranstvo;da;2015;;18.06.2015;NE;Inostranstvo;Trgovina i usluge;0
122757;0;813;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2015;;19.06.2015;A;Inostranstvo;Tehničke nauke;0
122759;0;981;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2015;;19.06.2015;A;Inostranstvo;Tehničke nauke;0
122760;0;707;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2015;;19.06.2015;A;Inostranstvo;Tehničke nauke;0
122762;0;670;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2015;;19.06.2015;A;Inostranstvo;Tehničke nauke;0
122765;0;891;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2015;;19.06.2015;A;Inostranstvo;Tehničke nauke;0
122995;34;3580;transport, magacin;vozač;ne;Inostranstvo;da;2015;;25.06.2015;NE;0;Trgovina i usluge;0
122996;65;2319;elektrotehnika;elektrotehničar;ne;Inostranstvo;da;2015;;24.06.2015;NE;0;Tehničke nauke;0
122999;25;1408;građevina, geodezija;električar;ne;Inostranstvo;da;2015;;24.06.2015;NE;0;Tehničke nauke;0
123060;47;1289;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2015;;25.06.2015;N;Pančevo, u inostranstvu;Tehničke nauke;0
123698;0;744;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2015;;08.07.2015;X;Na brodu;Tehničke nauke;0
123700;0;1265;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2015;;08.07.2015;X;Na brodu;Tehničke nauke;0
123748;52;2206;IT;PHP Developer;ne;Inostranstvo;da;2015;;09.07.2015;NE;sad;Informacione tehnologije;0
123784;77;1241;briga o lepoti, sport;fizioterapeut;ne;Inostranstvo;da;2015;;13.07.2015;NE;0;Zdravstvo i farmacija;0
123785;3;288;briga o lepoti, sport;kozmetičar;ne;Inostranstvo;da;2015;;13.07.2015;NE;0;Trgovina i usluge;0
123786;6;418;briga o lepoti, sport;frizer;ne;Inostranstvo;da;2015;;13.07.2015;NE;0;Trgovina i usluge;0
123787;10;754;briga o lepoti, sport;fitnes instruktor;ne;Inostranstvo;da;2015;;13.07.2015;NE;0;Obrazovanje, umetnost i sport;0
123788;13;1108;zdravstvo;lekar/doktor;ne;Inostranstvo;da;2015;;13.07.2015;NE;0;Zdravstvo i farmacija;0
124642;73;2048;obrazovanje, briga o deci;bejbisiter/ka;ne;Inostranstvo;da;2015;;28.07.2015;NE;0;Obrazovanje, umetnost i sport;0
125145;0;1347;marketing, PR;marketing menadžer;ne;Inostranstvo;da;2015;;07.08.2015;X;U inostranstvu - Balkan;Ekonomija;0
125228;40;1242;briga o lepoti, sport;fizioterapeut;ne;Inostranstvo;da;2015;;13.08.2015;NE;0;Zdravstvo i farmacija;0
125230;7;440;briga o lepoti, sport;kozmetičar;ne;Inostranstvo;da;2015;;13.08.2015;NE;0;Trgovina i usluge;0
125231;9;530;briga o lepoti, sport;frizer;ne;Inostranstvo;da;2015;;13.08.2015;NE;0;Trgovina i usluge;0
125233;30;988;briga o lepoti, sport;fitnes instruktor;ne;Inostranstvo;da;2015;;13.08.2015;NE;0;Obrazovanje, umetnost i sport;0
125235;8;976;zdravstvo;lekar/doktor;ne;Inostranstvo;da;2015;;13.08.2015;NE;0;Zdravstvo i farmacija;0
125324;68;7650;elektrotehnika;elektroinženjer;ne;Srbija,Inostranstvo;da;2015;42.0;11.08.2015;NE;Srbija (ili druge balkanske zemlje);Tehničke nauke;0
125511;30;996;transport, magacin;vozač;ne;Inostranstvo;da;2015;;14.08.2015;NE;0;Trgovina i usluge;0
126577;75;10727;elektrotehnika;elektroinženjer;ne;Srbija,Inostranstvo;da;2015;46.0;02.09.2015;NE;Rad od kuÄ‡e (Srbija i inostranstvo);Tehničke nauke;0
126690;56;2386;transport, magacin;vozač;ne;Inostranstvo;da;2015;;03.09.2015;NE;Inostranstvo;Trgovina i usluge;0
127054;7;862;zdravstvo;lekar/doktor;ne;Inostranstvo;da;2015;;13.09.2015;NE;0;Zdravstvo i farmacija;0
127055;22;966;briga o lepoti, sport;fitnes instruktor;ne;Inostranstvo;da;2015;;13.09.2015;NE;0;Obrazovanje, umetnost i sport;0
127056;7;1074;briga o lepoti, sport;frizer;ne;Inostranstvo;da;2015;;11.09.2015;NE;0;Trgovina i usluge;0
127057;8;527;briga o lepoti, sport;kozmetičar;ne;Inostranstvo;da;2015;;13.09.2015;NE;0;Trgovina i usluge;0
127059;31;1377;zdravstvo;fizioterapeut;ne;Inostranstvo;da;2015;;13.09.2015;NE;0;Zdravstvo i farmacija;0
127518;1;1578;IT;iOS Developer;da;;ne;2015;;21.09.2015;NE;0;Informacione tehnologije;0
127587;42;1612;administracija;IT Help Desk / Support;da;;ne;2015;;21.09.2015;N;Rad od kuÄ‡e (virtuelni / onlajn);Informacione tehnologije;0
127907;29;835;ugostiteljstvo;kuvar;ne;Inostranstvo;da;2015;;25.09.2015;NE;U inostranstvu, rečni brodovi za krstarenje, EU;Turizam i ugostiteljstvo;0
128063;71;2238;građevina, geodezija;Menadžer projekata;ne;Inostranstvo;da;2015;;29.09.2015;NE;0;Ekonomija;0
128363;44;1749;mašinstvo;mehaničar;ne;Inostranstvo;da;2015;;06.10.2015;N;0;Tehničke nauke;0
128728;35;2754;građevina, geodezija;rukovodilac mašinske službe;da;;ne;2015;;09.10.2015;NE;0;Tehničke nauke;0
129570;27;1195;ugostiteljstvo;konobar;ne;Inostranstvo;da;2015;;22.10.2015;NE;Radite na rečnim čamcima;Turizam i ugostiteljstvo;0
129763;509;17529;elektrotehnika;električar;ne;Srbija,Inostranstvo;da;2015;415.0;23.10.2015;N;Beograd (Srbija), Kraljevina Saudijska Arabija (u inostranstvu);Tehničke nauke;0
130392;7;1690;zdravstvo;medicinska sestra/tehničar;ne;Inostranstvo;da;2015;;04.11.2015;NE;0;Zdravstvo i farmacija;0
132295;5;871;mašinstvo;bravar;ne;Inostranstvo;da;2015;;09.12.2015;NE;MaĹˇinski bravar;Tehničke nauke;0
132536;0;4437;administracija;IT Technical Writer;ne;Inostranstvo;da;2015;;14.12.2015;X;0;Informacione tehnologije;0
133109;31;888;elektrotehnika;administrativni radnik;ne;Inostranstvo;da;2015;;23.12.2015;NE;Na brodu za krstarenje m / v Magellan;Ekonomija;0
134487;105;3447;elektrotehnika;elektroinženjer;ne;Inostranstvo,Beograd (Ĺˇiri);da;2016;80.0;21.01.2016;N;0;Tehničke nauke;0
134745;11;1653;IT;Software Developer / Programmer / Engineer;ne;Inostranstvo;da;2016;;27.01.2016;NE;0;Informacione tehnologije;0
135412;0;4067;IT;Java Developer;da;;ne;2016;;03.02.2016;X;Srbija (Beograd, Kragujevac), Bosna i Hercegovina (Sarajevo, Banja Luka), Slovenija (Ljubljana, Maribor);Informacione tehnologije;0
135745;147;3181;bankarstvo, finansije;finansijski kontrolor;ne;Inostranstvo;da;2016;;09.02.2016;NE;Kragujevcu i inostranstvu;Ekonomija;0
135981;195;3407;dizajn;dizajner proizvoda;ne;Inostranstvo;da;2016;;12.02.2016;N;Rad od kuÄ‡e;Informacione tehnologije;0
136648;140;3708;građevina, geodezija;šef gradilišta;ne;Inostranstvo;da;2016;;23.02.2016;N;Evropa;Tehničke nauke;0
136746;557;7076;mašinstvo;mašinski inženjer;ne;Srbija,Inostranstvo;da;2016;372.0;25.02.2016;NE;Srbiji i inostranstvu;Tehničke nauke;0
137323;54;1781;zdravstvo;medicinska sestra/tehničar;ne;Inostranstvo;da;2016;;04.03.2016;NE;Martin (Reči? Ka);Zdravstvo i farmacija;0
137445;99;3084;menadžment (srednji);Menadžer projekata;ne;Inostranstvo,Beograd (Ĺˇiri);da;2016;;04.03.2016;N;0;Ekonomija;0
137499;11;1593;IT;JavaScript Developer;ne;Inostranstvo,Beograd (Ĺˇiri);da;2016;;07.03.2016;NE;0;Informacione tehnologije;0
137506;23;1511;IT;C#/C++ Developer;ne;Inostranstvo,Beograd (Ĺˇiri);da;2016;;07.03.2016;NE;0;Informacione tehnologije;0
138363;22;1428;građevina, geodezija;izvođač završnih građevinskih radova;ne;Inostranstvo;da;2016;;18.03.2016;NE;U inostranstvu, EU;Tehničke nauke;0
138380;15;962;građevina, geodezija;montažer;ne;Inostranstvo;da;2016;;18.03.2016;NE;0;Tehničke nauke;0
138395;42;2104;elektrotehnika;električar;ne;Inostranstvo;da;2016;;18.03.2016;NE;U inostranstvu, EU;Tehničke nauke;0
138931;103;1615;ugostiteljstvo;konobar;ne;Inostranstvo;da;2016;;25.03.2016;NE;0;Turizam i ugostiteljstvo;0
139060;0;3329;elektrotehnika;elektroinženjer;ne;Srbija,Inostranstvo;da;2016;;29.03.2016;X;Balkanski;Tehničke nauke;0
139894;2;825;IT;System Administrator / Engineer;da;;ne;2016;;11.04.2016;N;0;Informacione tehnologije;0
140268;0;34446;trgovina, prodaja;komercijalista;ne;Srbija,Inostranstvo;da;2016;;15.04.2016;X;0;Trgovina i usluge;0
140450;40;1639;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2016;;18.04.2016;NE;0;Tehničke nauke;0
140683;39;2379;transport, magacin;vozač;ne;Inostranstvo;da;2016;;27.04.2016;NE;0;Trgovina i usluge;0
141378;27;895;mašinstvo;zavarivač / varilac;ne;Inostranstvo;da;2016;;04.05.2016;NE;Reči? Ka;Tehničke nauke;0
141379;31;657;mašinstvo;bravar;ne;Inostranstvo;da;2016;;04.05.2016;NE;Reči? Ka;Tehničke nauke;0
141380;25;664;mašinstvo;Telefonski operater;ne;Inostranstvo;da;2016;;04.05.2016;NE;Reči? Ka;Ekonomija;0
141734;106;1592;mašinstvo;mašinski inženjer;ne;Inostranstvo;da;2016;;09.05.2016;N;0;Tehničke nauke;0
142516;134;5907;transport, magacin;vozač;ne;Srbija,Inostranstvo;da;2016;104.0;19.05.2016;NE;0;Trgovina i usluge;0
142758;0;1193;mašinstvo;Direktor;ne;Inostranstvo;da;2016;;23.05.2016;X;Inostranstvo;Ekonomija;0
143206;78;989;saobraćaj, logistika;referent logistike;ne;Inostranstvo;da;2016;;27.05.2016;NE;Reči? Ka;Trgovina i usluge;0
143385;100;5271;trgovina, prodaja;IT Help Desk / Support;ne;Srbija,Inostranstvo;da;2016;55.0;31.05.2016;NE;Srbija, JuĹľna Evropa;Informacione tehnologije;0
143573;33;1049;transport, magacin;vozač;ne;Inostranstvo;da;2016;;02.06.2016;NE;0;Trgovina i usluge;0
143703;6;508;mašinstvo;zavarivač / varilac;ne;Inostranstvo;da;2016;;07.06.2016;NE;Reči? Ka;Tehničke nauke;0
144334;7;697;zdravstvo;lekar/doktor;ne;Inostranstvo;da;2016;;18.06.2016;NE;0;Zdravstvo i farmacija;0
144726;16;770;transport, magacin;vozač;ne;Inostranstvo;da;2016;;17.06.2016;N;0;Trgovina i usluge;0
145502;52;1413;marketing, promocija;marketing menadžer;ne;Inostranstvo;da;2016;;29.06.2016;NE;Rad od kuÄ‡e;Ekonomija;0
145751;51;1784;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2016;;04.07.2016;NE;0;Tehničke nauke;0
146064;258;5012;trgovina, prodaja;komercijalista;da;;ne;2016;6.0;08.07.2016;NE;ViĹˇe gradova u Srbiji i inostranstvu (Crna Gora, Republika Srpska, Bosna i Hercegovina);Trgovina i usluge;0
147064;31;1180;elektrotehnika;elektrotehničar;ne;Inostranstvo;da;2016;;25.07.2016;NE;0;Tehničke nauke;0
147162;97;1898;rudarstvo, metalurgija;Kontrolor;ne;Inostranstvo;da;2016;;26.07.2016;NE;0;Ekonomija;0
147303;0;1327;dizajn;dizajner proizvoda;ne;Inostranstvo;da;2016;;27.07.2016;X;Rad od kuÄ‡e;Informacione tehnologije;0
148025;22;1172;transport;vozač;ne;Inostranstvo;da;2016;;08.08.2016;NE;0;Trgovina i usluge;0
148318;29;595;šumarstvo;inženjer šumarstva;ne;Inostranstvo;da;2016;;15.08.2016;NE;0;Tehničke nauke;0
148842;43;5628;transport;vozač;ne;Srbija,Inostranstvo;da;2016;33.0;19.08.2016;NE;0;Trgovina i usluge;0
149279;13;922;ostalo;radnik u proizvodnji;ne;Inostranstvo;da;2016;;26.08.2016;NE;Reči? Ka;Trgovina i usluge;0
150149;12;844;građevina, geodezija;građevinski inženjer;ne;Inostranstvo;da;2016;;07.09.2016;NE;Kisk?;Tehničke nauke;0
150979;82;2218;turizam;administrativni radnik;ne;Inostranstvo;da;2016;;19.09.2016;NE;0;Ekonomija;0
151082;0;10867;obrazovanje, briga o deci;predavač/instruktor;ne;Srbija,Inostranstvo;da;2016;;19.09.2016;X;0;Obrazovanje, umetnost i sport;0
151822;88;2155;građevina, geodezija;Menadžer projekata;ne;Inostranstvo;da;2016;;28.09.2016;NE;Inostranstvo;Ekonomija;0
151893;72;1644;elektrotehnika;Menadžer projekata;ne;Inostranstvo;da;2016;;29.09.2016;NE;0;Ekonomija;0
151896;131;2471;građevina, geodezija;Menadžer projekata;ne;Inostranstvo;da;2016;;29.09.2016;NE;0;Ekonomija;0
151899;118;2195;mašinstvo;Menadžer projekata;ne;Inostranstvo;da;2016;;29.09.2016;NE;0;Ekonomija;0
151934;4;852;zdravstvo;lekar/doktor;ne;Inostranstvo;da;2016;;29.09.2016;N;0;Zdravstvo i farmacija;0
153059;19;1804;ostalo;higijeničar/ka;ne;Inostranstvo;da;2016;;13.10.2016;NE;Reči? Ka;Trgovina i usluge;0
153466;35;1141;IT;Stručni saradnik;da;;ne;2016;6.0;18.10.2016;NE;Bujanovac, AdaĹˇevci (Ĺ id), Krnjača (Beograd), Principovac (Ilok - Hrvatska);Ekonomija;0
153727;12;1402;transport;vozač;ne;Inostranstvo;da;2016;;21.10.2016;NE;0;Trgovina i usluge;0
154725;20;962;mašinstvo;elektromonter;da;;ne;2016;;04.11.2016;NE;0;Tehničke nauke;0
154982;498;10425;trgovina, prodaja;Menadžer prodaje i izvoza;ne;Srbija,Inostranstvo;da;2016;70.0;16.11.2016;NE;VeÄ‡i gradovi u Srbiji (Beograd, Novi Sad, NiĹˇ, Subotica, Sombor, VrĹˇac, Jagodina, Kragujevac, UĹľice, Ĺ abac, Zaječar, Pirot, Kraljevo, Novi Pazar), Crna Gora i BiH;Trgovina i usluge;0
155053;0;5095;marketing, promocija;marketing menadžer;ne;Srbija,Inostranstvo;da;2016;;18.11.2016;X;Udaljeni poloĹľaj;Ekonomija;0
155321;110;2078;hemija;Kontrolor;ne;Inostranstvo;da;2016;;14.11.2016;NE;0;Ekonomija;0
155337;33;1269;transport;vozač;ne;Inostranstvo;da;2016;;15.11.2016;N;0;Trgovina i usluge;0
156090;51;1265;ugostiteljstvo;ostale ugostiteljske pozicije;ne;Inostranstvo;da;2016;;24.11.2016;NE;0;Turizam i ugostiteljstvo;0
156160;69;1671;transport;vozač;ne;Inostranstvo;da;2016;;28.11.2016;NE;0;Trgovina i usluge;0
156235;25;1165;trgovina, prodaja;prodavac;ne;Inostranstvo;da;2016;;28.11.2016;NE;0;Trgovina i usluge;0
156429;18;1951;elektrotehnika;elektroinženjer;da;;ne;2016;;29.11.2016;NE;0;Tehničke nauke;0
156573;0;3605;IT;.NET Developer;da;;ne;2016;;01.12.2016;X;ViĹˇe gradova;Informacione tehnologije;0
157028;7;1470;transport;vozač;ne;Inostranstvo;da;2016;;12.12.2016;NE;0;Trgovina i usluge;0
157220;302;7745;telekomunikacije;elektromonter;ne;Srbija,Inostranstvo;da;2016;187.0;09.12.2016;N;0;Tehničke nauke;0
157222;406;9479;telekomunikacije;elektromonter;ne;Srbija,Inostranstvo;da;2016;263.0;09.12.2016;N;0;Tehničke nauke;0
157258;404;6220;građevina, geodezija;šef gradilišta;ne;Srbija,Inostranstvo;da;2016;240.0;12.12.2016;N;0;Tehničke nauke;0
157495;49;1298;elektrotehnika;elektromonter;ne;Inostranstvo;da;2016;;21.12.2016;NE;Teritorija EU;Tehničke nauke;0
158301;0;800;finansije;Praktikant;ne;Inostranstvo;da;2016;;28.12.2016;X;Inostranstvo;Ekonomija;0
159010;7;1156;transport;vozač;da;;ne;2017;;11.01.2017;N;0;Trgovina i usluge;0
159036;0;1691;IT;.NET Developer;ne;Inostranstvo;da;2017;;23.01.2017;X;Daljinski, Evropa;Informacione tehnologije;0
159179;8;822;briga o lepoti;frizer;ne;Inostranstvo;da;2017;;21.01.2017;NE;0;Trgovina i usluge;0
159440;0;1458;IT;Android Developer ;da;;ne;2017;;17.01.2017;X;0;Informacione tehnologije;0
159509;138;6665;elektrotehnika;šef gradilišta;ne;Srbija,Inostranstvo;da;2017;;18.01.2017;N;Beograd, Srbija, inostranstvo;Tehničke nauke;0
159510;336;11435;elektrotehnika;električar;ne;Srbija,Inostranstvo;da;2017;;18.01.2017;N;Beograd, Srbija, inostranstvo;Tehničke nauke;0
160134;42;1082;priprema hrane;kuvar;ne;Inostranstvo;da;2017;;25.01.2017;NE;Fort Kuâ€™Appelle, Nipavin, Iorkton, Moose Jav, Prince Albert, Saskatoon, Regina;Turizam i ugostiteljstvo;0
160762;32;1962;mašinstvo;Menadžer projekata;da;;ne;2017;;01.02.2017;NE;0;Ekonomija;0
160985;128;8771;administracija;menadžer za razvoj biznisa;ne;Srbija,Inostranstvo;da;2017;;03.02.2017;N;Udaljeni poloĹľaj;Ekonomija;0
161295;27;703;računovodstvo, knjigovodstvo;Kontrolor;da;;ne;2017;;09.02.2017;NE;0;Ekonomija;0
161302;39;770;ugostiteljstvo;menadžer ugostiteljstva;da;;ne;2017;;09.02.2017;NE;0;Turizam i ugostiteljstvo;0
161382;11;328;priprema hrane;kuvar;ne;Inostranstvo;da;2017;;08.02.2017;NE;0;Turizam i ugostiteljstvo;0
161384;26;444;ugostiteljstvo;šanker;ne;Inostranstvo;da;2017;;08.02.2017;NE;0;Turizam i ugostiteljstvo;0
161389;23;444;priprema hrane;kuvar;ne;Inostranstvo;da;2017;;08.02.2017;NE;0;Turizam i ugostiteljstvo;0
161392;32;734;ugostiteljstvo;administrativni radnik;ne;Inostranstvo;da;2017;;08.02.2017;NE;0;Ekonomija;0
161409;45;687;ugostiteljstvo;konobar;ne;Inostranstvo;da;2017;;08.02.2017;NE;0;Turizam i ugostiteljstvo;0
161410;6;240;priprema hrane;kuvar;ne;Inostranstvo;da;2017;;08.02.2017;NE;0;Turizam i ugostiteljstvo;0
161501;230;8367;ljudski resursi (HR);menadžer ljudskih resursa;ne;Srbija,Inostranstvo;da;2017;76.0;10.02.2017;NE;Srbija, Crna Gora, Makedonija, Albanija, BiH;Trgovina i usluge;0
161663;32;530;trgovina, prodaja;prodajni medicinski predstavnik;da;;ne;2017;;17.02.2017;NE;Dalje od vaĹˇe kuÄ‡ne kancelarije;Trgovina i usluge;0
161690;70;850;ugostiteljstvo;konobar;ne;Inostranstvo;da;2017;;10.02.2017;NE;Couplets;Turizam i ugostiteljstvo;0
162081;27;11926;ugostiteljstvo;konobar;da;;ne;2017;;17.02.2017;NE;0;Turizam i ugostiteljstvo;0
162184;208;1965;trgovina, prodaja;komercijalista;da;;ne;2017;53.0;17.02.2017;NE;Ĺ abac, Loznica, Valjevo, Republika Srpska;Trgovina i usluge;0
162690;44;3699;dizajn;grafički dizajner;ne;Srbija,Inostranstvo;da;2017;14.0;23.02.2017;N;Rad od kuÄ‡e;Informacione tehnologije;0
163274;5;779;transport;vozač;ne;Inostranstvo;da;2017;;02.03.2017;N;0;Trgovina i usluge;0
164001;438;9590;administracija;administrativni radnik;ne;Srbija,Inostranstvo;da;2017;237.0;09.03.2017;N;0;Ekonomija;0
164035;19;829;transport;vozač;ne;Inostranstvo;da;2017;;09.03.2017;NE;0;Trgovina i usluge;0
165172;351;5319;građevina, geodezija;šef gradilišta;ne;Srbija,Inostranstvo;da;2017;43.0;21.03.2017;N;Srbiji i inostranstvu;Tehničke nauke;0
166108;20;1477;transport;vozač;da;;ne;2017;;30.03.2017;NE;0;Trgovina i usluge;0
166183;0;1096;ekonomija (opšte);Direktor razvoja;ne;Inostranstvo;da;2017;;30.03.2017;X;Evropa;Ekonomija;0
166358;177;3279;trgovina, prodaja;Stručni saradnik;da;;ne;2017;11.0;06.04.2017;NE;0;Ekonomija;0
166501;0;3398;dizajn;UX / UI / WEB Designer;ne;Srbija,Inostranstvo;da;2017;;04.04.2017;X;Daljinski posao;Informacione tehnologije;0
166652;29;1375;elektrotehnika;elektroinženjer;da;;ne;2017;15.0;05.04.2017;N;0;Tehničke nauke;0
166689;0;1387;trgovina, prodaja;menadžer za ključne kupce;da;;ne;2017;;05.04.2017;X;Srbija i Crna Gora (Beograd) / Bosna i Hercegovina;Trgovina i usluge;0
167339;22;1275;priprema hrane;kuvar;da;;ne;2017;;18.04.2017;NE;0;Turizam i ugostiteljstvo;0
167461;60;1421;ugostiteljstvo;ostale ugostiteljske pozicije;da;;ne;2017;;18.04.2017;NE;Krstarenje brodom;Turizam i ugostiteljstvo;0
167606;20;1088;transport;vozač;da;;ne;2017;;18.04.2017;NE;0;Trgovina i usluge;0
168726;64;1627;arhitektura;arhitekta;da;;ne;2017;;19.05.2017;NE;Afrika;Tehničke nauke;0
168754;38;852;građevina, geodezija;građevinski tehničar;da;;ne;2017;;19.05.2017;NE;Afrika;Tehničke nauke;0
168756;33;970;građevina, geodezija;građevinski inženjer;da;;ne;2017;;19.05.2017;NE;Afrika;Tehničke nauke;0
